"STATION","NAME","DATE","TMAX","TMIN"
"IT000162240","VIGNA DI VALLE, IT","2005-02-25","49","39"
"IT000162240","VIGNA DI VALLE, IT","2005-02-26","44","33"
"IT000162240","VIGNA DI VALLE, IT","2005-02-27","39","31"
"IT000162240","VIGNA DI VALLE, IT","2005-02-28","40","30"
"IT000162240","VIGNA DI VALLE, IT","2005-03-01","38","26"
"IT000162240","VIGNA DI VALLE, IT","2005-03-02","42","26"
"IT000162240","VIGNA DI VALLE, IT","2005-03-03","44","29"
"IT000162240","VIGNA DI VALLE, IT","2005-03-04","46","39"
"IT000162240","VIGNA DI VALLE, IT","2005-03-05","46","32"
"IT000162240","VIGNA DI VALLE, IT","2005-03-06","42","32"
"IT000162240","VIGNA DI VALLE, IT","2005-03-07","44","32"
"IT000162240","VIGNA DI VALLE, IT","2005-03-08","45","31"
"IT000162240","VIGNA DI VALLE, IT","2005-03-09","50","34"
"IT000162240","VIGNA DI VALLE, IT","2005-03-10","54","37"
"IT000162240","VIGNA DI VALLE, IT","2005-03-11","52","37"
"IT000162240","VIGNA DI VALLE, IT","2005-03-12","52","39"
"IT000162240","VIGNA DI VALLE, IT","2005-03-13","52","42"
"IT000162240","VIGNA DI VALLE, IT","2005-03-14","56","42"
"IT000162240","VIGNA DI VALLE, IT","2005-03-15","59","39"
"IT000162240","VIGNA DI VALLE, IT","2005-03-16","64","44"
"IT000162240","VIGNA DI VALLE, IT","2005-03-17","66","44"
"IT000162240","VIGNA DI VALLE, IT","2005-03-18","68","45"
"IT000162240","VIGNA DI VALLE, IT","2005-03-19","65","45"
"IT000162240","VIGNA DI VALLE, IT","2005-03-20","64","43"
"IT000162240","VIGNA DI VALLE, IT","2005-03-21","61","42"
"IT000162240","VIGNA DI VALLE, IT","2005-03-22","63","42"
"IT000162240","VIGNA DI VALLE, IT","2005-03-23","64","47"
"IT000162240","VIGNA DI VALLE, IT","2005-03-24","67","50"
"IT000162240","VIGNA DI VALLE, IT","2005-03-25","61","49"
"IT000162240","VIGNA DI VALLE, IT","2005-03-26","64","53"
"IT000162240","VIGNA DI VALLE, IT","2005-03-27","57","52"
"IT000162240","VIGNA DI VALLE, IT","2005-03-28","63","50"
"IT000162240","VIGNA DI VALLE, IT","2005-03-29","62","49"
"IT000162240","VIGNA DI VALLE, IT","2005-03-30","63","48"
"IT000162240","VIGNA DI VALLE, IT","2005-03-31","67","48"
"IT000162240","VIGNA DI VALLE, IT","2005-04-01","63","49"
"IT000162240","VIGNA DI VALLE, IT","2005-04-02","59","45"
"IT000162240","VIGNA DI VALLE, IT","2005-04-03","59","44"
"IT000162240","VIGNA DI VALLE, IT","2005-04-04","62","44"
"IT000162240","VIGNA DI VALLE, IT","2005-04-05","63","46"
"IT000162240","VIGNA DI VALLE, IT","2005-04-06","64","47"
"IT000162240","VIGNA DI VALLE, IT","2005-04-07","62","45"
"IT000162240","VIGNA DI VALLE, IT","2005-04-08","57","43"
"IT000162240","VIGNA DI VALLE, IT","2005-04-09","54","46"
"IT000162240","VIGNA DI VALLE, IT","2005-04-10","53","44"
"IT000162240","VIGNA DI VALLE, IT","2005-04-11","51","46"
"IT000162240","VIGNA DI VALLE, IT","2005-04-12","61","46"
"IT000162240","VIGNA DI VALLE, IT","2005-04-13","61","46"
"IT000162240","VIGNA DI VALLE, IT","2005-04-14","62","46"
"IT000162240","VIGNA DI VALLE, IT","2005-04-15","62","46"
"IT000162240","VIGNA DI VALLE, IT","2005-04-16","54","46"
"IT000162240","VIGNA DI VALLE, IT","2005-04-17","49","43"
"IT000162240","VIGNA DI VALLE, IT","2005-04-18","60","42"
"IT000162240","VIGNA DI VALLE, IT","2005-04-19","59","49"
"IT000162240","VIGNA DI VALLE, IT","2005-04-20","58","44"
"IT000162240","VIGNA DI VALLE, IT","2005-04-21","58","43"
"IT000162240","VIGNA DI VALLE, IT","2005-04-22","60","46"
"IT000162240","VIGNA DI VALLE, IT","2005-04-23","61","45"
"IT000162240","VIGNA DI VALLE, IT","2005-04-24","63","46"
"IT000162240","VIGNA DI VALLE, IT","2005-04-25","60","51"
"IT000162240","VIGNA DI VALLE, IT","2005-04-26","67","50"
"IT000162240","VIGNA DI VALLE, IT","2005-04-27","70","50"
"IT000162240","VIGNA DI VALLE, IT","2005-04-28","72","50"
"IT000162240","VIGNA DI VALLE, IT","2005-04-29","76","51"
"IT000162240","VIGNA DI VALLE, IT","2005-04-30","75","55"
"IT000162240","VIGNA DI VALLE, IT","2005-05-01","72","54"
"IT000162240","VIGNA DI VALLE, IT","2005-05-02","77","54"
"IT000162240","VIGNA DI VALLE, IT","2005-05-03","74","55"
"IT000162240","VIGNA DI VALLE, IT","2005-05-04","70","56"
"IT000162240","VIGNA DI VALLE, IT","2005-05-05","67","55"
"IT000162240","VIGNA DI VALLE, IT","2005-05-06","67","53"
"IT000162240","VIGNA DI VALLE, IT","2005-05-07","72","51"
"IT000162240","VIGNA DI VALLE, IT","2005-05-08","66","53"
"IT000162240","VIGNA DI VALLE, IT","2005-05-09","66","50"
"IT000162240","VIGNA DI VALLE, IT","2005-05-10","66","52"
"IT000162240","VIGNA DI VALLE, IT","2005-05-11","74","56"
"IT000162240","VIGNA DI VALLE, IT","2005-05-12","76","56"
"IT000162240","VIGNA DI VALLE, IT","2005-05-13","76","55"
"IT000162240","VIGNA DI VALLE, IT","2005-05-14","73","58"
"IT000162240","VIGNA DI VALLE, IT","2005-05-15","74","55"
"IT000162240","VIGNA DI VALLE, IT","2005-05-16","72","55"
"IT000162240","VIGNA DI VALLE, IT","2005-05-17","66","58"
"IT000162240","VIGNA DI VALLE, IT","2005-05-18","63","54"
"IT000162240","VIGNA DI VALLE, IT","2005-05-19","70","54"
"IT000162240","VIGNA DI VALLE, IT","2005-05-20","74","53"
"IT000162240","VIGNA DI VALLE, IT","2005-05-21","76","55"
"IT000162240","VIGNA DI VALLE, IT","2005-05-22","74","57"
"IT000162240","VIGNA DI VALLE, IT","2005-05-23","74","58"
"IT000162240","VIGNA DI VALLE, IT","2005-05-24","78","59"
"IT000162240","VIGNA DI VALLE, IT","2005-05-25","81","63"
"IT000162240","VIGNA DI VALLE, IT","2005-05-26","82","62"
"IT000162240","VIGNA DI VALLE, IT","2005-05-27","81","62"
"IT000162240","VIGNA DI VALLE, IT","2005-05-28","86","64"
"IT000162240","VIGNA DI VALLE, IT","2005-05-29","85","64"
"IT000162240","VIGNA DI VALLE, IT","2005-05-30","86","64"
"IT000162240","VIGNA DI VALLE, IT","2005-05-31","81","61"
"IT000162240","VIGNA DI VALLE, IT","2005-06-01","79","59"
"IT000162240","VIGNA DI VALLE, IT","2005-06-02","79","64"
"IT000162240","VIGNA DI VALLE, IT","2005-06-03","81","63"
"IT000162240","VIGNA DI VALLE, IT","2005-06-04","80","63"
"IT000162240","VIGNA DI VALLE, IT","2005-06-05","75","62"
"IT000162240","VIGNA DI VALLE, IT","2005-06-06","77","60"
"IT000162240","VIGNA DI VALLE, IT","2005-06-07","79","56"
"IT000162240","VIGNA DI VALLE, IT","2005-06-08","67","55"
"IT000162240","VIGNA DI VALLE, IT","2005-06-09","67","52"
"IT000162240","VIGNA DI VALLE, IT","2005-06-10","69","51"
"IT000162240","VIGNA DI VALLE, IT","2005-06-11","70","53"
"IT000162240","VIGNA DI VALLE, IT","2005-06-12","72","55"
"IT000162240","VIGNA DI VALLE, IT","2005-06-13","77","58"
"IT000162240","VIGNA DI VALLE, IT","2005-06-14","77","62"
"IT000162240","VIGNA DI VALLE, IT","2005-06-15","77","62"
"IT000162240","VIGNA DI VALLE, IT","2005-06-16","82","62"
"IT000162240","VIGNA DI VALLE, IT","2005-06-17","84","65"
"IT000162240","VIGNA DI VALLE, IT","2005-06-18","85","66"
"IT000162240","VIGNA DI VALLE, IT","2005-06-19","85","67"
"IT000162240","VIGNA DI VALLE, IT","2005-06-20","84","67"
"IT000162240","VIGNA DI VALLE, IT","2005-06-21","84","65"
"IT000162240","VIGNA DI VALLE, IT","2005-06-22","83","66"
"IT000162240","VIGNA DI VALLE, IT","2005-06-23","87","67"
"IT000162240","VIGNA DI VALLE, IT","2005-06-24","87","68"
"IT000162240","VIGNA DI VALLE, IT","2005-06-25","87","67"
"IT000162240","VIGNA DI VALLE, IT","2005-06-26","90","68"
"IT000162240","VIGNA DI VALLE, IT","2005-06-27","94","72"
"IT000162240","VIGNA DI VALLE, IT","2005-06-28","94","71"
"IT000162240","VIGNA DI VALLE, IT","2005-06-29","89","71"
"IT000162240","VIGNA DI VALLE, IT","2005-06-30","85","70"
"IT000162240","VIGNA DI VALLE, IT","2005-07-01","82","68"
"IT000162240","VIGNA DI VALLE, IT","2005-07-02","86","67"
"IT000162240","VIGNA DI VALLE, IT","2005-07-03","87","68"
"IT000162240","VIGNA DI VALLE, IT","2005-07-04","86","69"
"IT000162240","VIGNA DI VALLE, IT","2005-07-05","80","64"
"IT000162240","VIGNA DI VALLE, IT","2005-07-06","83","62"
"IT000162240","VIGNA DI VALLE, IT","2005-07-07","79","63"
"IT000162240","VIGNA DI VALLE, IT","2005-07-08","75","64"
"IT000162240","VIGNA DI VALLE, IT","2005-07-09","77","62"
"IT000162240","VIGNA DI VALLE, IT","2005-07-10","77","60"
"IT000162240","VIGNA DI VALLE, IT","2005-07-11","77","62"
"IT000162240","VIGNA DI VALLE, IT","2005-07-12","85","65"
"IT000162240","VIGNA DI VALLE, IT","2005-07-13","83","68"
"IT000162240","VIGNA DI VALLE, IT","2005-07-14","86","68"
"IT000162240","VIGNA DI VALLE, IT","2005-07-15","90","69"
"IT000162240","VIGNA DI VALLE, IT","2005-07-16","91","71"
"IT000162240","VIGNA DI VALLE, IT","2005-07-17","88","68"
"IT000162240","VIGNA DI VALLE, IT","2005-07-18","90","68"
"IT000162240","VIGNA DI VALLE, IT","2005-07-19","89","70"
"IT000162240","VIGNA DI VALLE, IT","2005-07-20","86","68"
"IT000162240","VIGNA DI VALLE, IT","2005-07-21","85","66"
"IT000162240","VIGNA DI VALLE, IT","2005-07-22","81","65"
"IT000162240","VIGNA DI VALLE, IT","2005-07-23","81","66"
"IT000162240","VIGNA DI VALLE, IT","2005-07-24","86","66"
"IT000162240","VIGNA DI VALLE, IT","2005-07-25","88","70"
"IT000162240","VIGNA DI VALLE, IT","2005-07-26","89","68"
"IT000162240","VIGNA DI VALLE, IT","2005-07-27","92","70"
"IT000162240","VIGNA DI VALLE, IT","2005-07-28","96","70"
"IT000162240","VIGNA DI VALLE, IT","2005-07-29","99","75"
"IT000162240","VIGNA DI VALLE, IT","2005-07-30","89","71"
"IT000162240","VIGNA DI VALLE, IT","2005-07-31","90","69"
"IT000162240","VIGNA DI VALLE, IT","2005-08-01","89","71"
"IT000162240","VIGNA DI VALLE, IT","2005-08-02","86","70"
"IT000162240","VIGNA DI VALLE, IT","2005-08-03","76","62"
"IT000162240","VIGNA DI VALLE, IT","2005-08-04","81","65"
"IT000162240","VIGNA DI VALLE, IT","2005-08-05","80","65"
"IT000162240","VIGNA DI VALLE, IT","2005-08-06","86","64"
"IT000162240","VIGNA DI VALLE, IT","2005-08-07","78","64"
"IT000162240","VIGNA DI VALLE, IT","2005-08-08","82","65"
"IT000162240","VIGNA DI VALLE, IT","2005-08-09","81","63"
"IT000162240","VIGNA DI VALLE, IT","2005-08-10","82","66"
"IT000162240","VIGNA DI VALLE, IT","2005-08-11","78","69"
"IT000162240","VIGNA DI VALLE, IT","2005-08-12","82","69"
"IT000162240","VIGNA DI VALLE, IT","2005-08-13","83","68"
"IT000162240","VIGNA DI VALLE, IT","2005-08-14","83","68"
"IT000162240","VIGNA DI VALLE, IT","2005-08-15","82","63"
"IT000162240","VIGNA DI VALLE, IT","2005-08-16","81","63"
"IT000162240","VIGNA DI VALLE, IT","2005-08-17","85","66"
"IT000162240","VIGNA DI VALLE, IT","2005-08-18","85","67"
"IT000162240","VIGNA DI VALLE, IT","2005-08-19","83","67"
"IT000162240","VIGNA DI VALLE, IT","2005-08-20","81","67"
"IT000162240","VIGNA DI VALLE, IT","2005-08-21","74","60"
"IT000162240","VIGNA DI VALLE, IT","2005-08-22","71","58"
"IT000162240","VIGNA DI VALLE, IT","2005-08-23","76","60"
"IT000162240","VIGNA DI VALLE, IT","2005-08-24","80","63"
"IT000162240","VIGNA DI VALLE, IT","2005-08-25","80","63"
"IT000162240","VIGNA DI VALLE, IT","2005-08-26","79","64"
"IT000162240","VIGNA DI VALLE, IT","2005-08-27","81","64"
"IT000162240","VIGNA DI VALLE, IT","2005-08-28","74","62"
"IT000162240","VIGNA DI VALLE, IT","2005-08-29","85","67"
"IT000162240","VIGNA DI VALLE, IT","2005-08-30","85","63"
"IT000162240","VIGNA DI VALLE, IT","2005-08-31","84","65"
"IT000162240","VIGNA DI VALLE, IT","2005-09-01","82","65"
"IT000162240","VIGNA DI VALLE, IT","2005-09-02","83","67"
"IT000162240","VIGNA DI VALLE, IT","2005-09-03","85","68"
"IT000162240","VIGNA DI VALLE, IT","2005-09-04","80","65"
"IT000162240","VIGNA DI VALLE, IT","2005-09-05","78","64"
"IT000162240","VIGNA DI VALLE, IT","2005-09-06","78","62"
"IT000162240","VIGNA DI VALLE, IT","2005-09-07","79","63"
"IT000162240","VIGNA DI VALLE, IT","2005-09-08","75","64"
"IT000162240","VIGNA DI VALLE, IT","2005-09-09","76","63"
"IT000162240","VIGNA DI VALLE, IT","2005-09-10","76","63"
"IT000162240","VIGNA DI VALLE, IT","2005-09-11","75","63"
"IT000162240","VIGNA DI VALLE, IT","2005-09-12","76","64"
"IT000162240","VIGNA DI VALLE, IT","2005-09-13","77","63"
"IT000162240","VIGNA DI VALLE, IT","2005-09-14","79","64"
"IT000162240","VIGNA DI VALLE, IT","2005-09-15","80","65"
"IT000162240","VIGNA DI VALLE, IT","2005-09-16","75","63"
"IT000162240","VIGNA DI VALLE, IT","2005-09-17","74","63"
"IT000162240","VIGNA DI VALLE, IT","2005-09-18","70","62"
"IT000162240","VIGNA DI VALLE, IT","2005-09-19","72","59"
"IT000162240","VIGNA DI VALLE, IT","2005-09-20","71","60"
"IT000162240","VIGNA DI VALLE, IT","2005-09-21","72","59"
"IT000162240","VIGNA DI VALLE, IT","2005-09-22","70","58"
"IT000162240","VIGNA DI VALLE, IT","2005-09-23","72","56"
"IT000162240","VIGNA DI VALLE, IT","2005-09-24","73","58"
"IT000162240","VIGNA DI VALLE, IT","2005-09-25","71","59"
"IT000162240","VIGNA DI VALLE, IT","2005-09-26","74","60"
"IT000162240","VIGNA DI VALLE, IT","2005-09-27","74","61"
"IT000162240","VIGNA DI VALLE, IT","2005-09-28","71","62"
"IT000162240","VIGNA DI VALLE, IT","2005-09-29","72","60"
"IT000162240","VIGNA DI VALLE, IT","2005-09-30","72","59"
"IT000162240","VIGNA DI VALLE, IT","2005-10-01","66","55"
"IT000162240","VIGNA DI VALLE, IT","2005-10-02","66","54"
"IT000162240","VIGNA DI VALLE, IT","2005-10-03","62","55"
"IT000162240","VIGNA DI VALLE, IT","2005-10-04","67","55"
"IT000162240","VIGNA DI VALLE, IT","2005-10-05","67","53"
"IT000162240","VIGNA DI VALLE, IT","2005-10-06","65","55"
"IT000162240","VIGNA DI VALLE, IT","2005-10-07","59","55"
"IT000162240","VIGNA DI VALLE, IT","2005-10-08","58","55"
"IT000162240","VIGNA DI VALLE, IT","2005-10-09","68","55"
"IT000162240","VIGNA DI VALLE, IT","2005-10-10","71","58"
"IT000162240","VIGNA DI VALLE, IT","2005-10-11","66","56"
"IT000162240","VIGNA DI VALLE, IT","2005-10-12","65","56"
"IT000162240","VIGNA DI VALLE, IT","2005-10-13","68","55"
"IT000162240","VIGNA DI VALLE, IT","2005-10-14","71","59"
"IT000162240","VIGNA DI VALLE, IT","2005-10-15","71","56"
"IT000162240","VIGNA DI VALLE, IT","2005-10-16","71","54"
"IT000162240","VIGNA DI VALLE, IT","2005-10-17","64","58"
"IT000162240","VIGNA DI VALLE, IT","2005-10-18","65","54"
"IT000162240","VIGNA DI VALLE, IT","2005-10-19","59","54"
"IT000162240","VIGNA DI VALLE, IT","2005-10-20","61","55"
"IT000162240","VIGNA DI VALLE, IT","2005-10-21","63","57"
"IT000162240","VIGNA DI VALLE, IT","2005-10-22","67","59"
"IT000162240","VIGNA DI VALLE, IT","2005-10-23","72","58"
"IT000162240","VIGNA DI VALLE, IT","2005-10-24","71","58"
"IT000162240","VIGNA DI VALLE, IT","2005-10-25","73","58"
"IT000162240","VIGNA DI VALLE, IT","2005-10-26","71","57"
"IT000162240","VIGNA DI VALLE, IT","2005-10-27","70","57"
"IT000162240","VIGNA DI VALLE, IT","2005-10-28","72","55"
"IT000162240","VIGNA DI VALLE, IT","2005-10-29","72","55"
"IT000162240","VIGNA DI VALLE, IT","2005-10-30","69","53"
"IT000162240","VIGNA DI VALLE, IT","2005-10-31","67","54"
"IT000162240","VIGNA DI VALLE, IT","2005-11-01","63","57"
"IT000162240","VIGNA DI VALLE, IT","2005-11-02","68","59"
"IT000162240","VIGNA DI VALLE, IT","2005-11-03","64","55"
"IT000162240","VIGNA DI VALLE, IT","2005-11-04","67","54"
"IT000162240","VIGNA DI VALLE, IT","2005-11-05","65","57"
"IT000162240","VIGNA DI VALLE, IT","2005-11-06","60","57"
"IT000162240","VIGNA DI VALLE, IT","2005-11-07","64","54"
"IT000162240","VIGNA DI VALLE, IT","2005-11-08","65","53"
"IT000162240","VIGNA DI VALLE, IT","2005-11-09","65","53"
"IT000162240","VIGNA DI VALLE, IT","2005-11-10","67","54"
"IT000162240","VIGNA DI VALLE, IT","2005-11-11","63","52"
"IT000162240","VIGNA DI VALLE, IT","2005-11-12","62","50"
"IT000162240","VIGNA DI VALLE, IT","2005-11-13","60","49"
"IT000162240","VIGNA DI VALLE, IT","2005-11-14","60","50"
"IT000162240","VIGNA DI VALLE, IT","2005-11-15","66","54"
"IT000162240","VIGNA DI VALLE, IT","2005-11-16","63","54"
"IT000162240","VIGNA DI VALLE, IT","2005-11-17","60","52"
"IT000162240","VIGNA DI VALLE, IT","2005-11-18","54","47"
"IT000162240","VIGNA DI VALLE, IT","2005-11-19","50","42"
"IT000162240","VIGNA DI VALLE, IT","2005-11-20","50","38"
"IT000162240","VIGNA DI VALLE, IT","2005-11-21","50","38"
"IT000162240","VIGNA DI VALLE, IT","2005-11-22","47","40"
"IT000162240","VIGNA DI VALLE, IT","2005-11-23","45","37"
"IT000162240","VIGNA DI VALLE, IT","2005-11-24","44","36"
"IT000162240","VIGNA DI VALLE, IT","2005-11-25","54","33"
"IT000162240","VIGNA DI VALLE, IT","2005-11-26","54","46"
"IT000162240","VIGNA DI VALLE, IT","2005-11-27","50","42"
"IT000162240","VIGNA DI VALLE, IT","2005-11-28","52","41"
"IT000162240","VIGNA DI VALLE, IT","2005-11-29","51","38"
"IT000162240","VIGNA DI VALLE, IT","2005-11-30","48","44"
"IT000162240","VIGNA DI VALLE, IT","2005-12-01","50","39"
"IT000162240","VIGNA DI VALLE, IT","2005-12-02","50","37"
"IT000162240","VIGNA DI VALLE, IT","2005-12-03","54","47"
"IT000162240","VIGNA DI VALLE, IT","2005-12-04","54","43"
"IT000162240","VIGNA DI VALLE, IT","2005-12-05","57","48"
"IT000162240","VIGNA DI VALLE, IT","2005-12-06","48","40"
"IT000162240","VIGNA DI VALLE, IT","2005-12-07","49","39"
"IT000162240","VIGNA DI VALLE, IT","2005-12-08","49","38"
"IT000162240","VIGNA DI VALLE, IT","2005-12-09","46","41"
"IT000162240","VIGNA DI VALLE, IT","2005-12-10","48","41"
"IT000162240","VIGNA DI VALLE, IT","2005-12-11","45","40"
"IT000162240","VIGNA DI VALLE, IT","2005-12-12","46","42"
"IT000162240","VIGNA DI VALLE, IT","2005-12-13","49","41"
"IT000162240","VIGNA DI VALLE, IT","2005-12-14","53","44"
"IT000162240","VIGNA DI VALLE, IT","2005-12-15","46","37"
"IT000162240","VIGNA DI VALLE, IT","2005-12-16","49","36"
"IT000162240","VIGNA DI VALLE, IT","2005-12-17","52","38"
"IT000162240","VIGNA DI VALLE, IT","2005-12-18","41","35"
"IT000162240","VIGNA DI VALLE, IT","2005-12-19","43","32"
"IT000162240","VIGNA DI VALLE, IT","2005-12-20","44","36"
"IT000162240","VIGNA DI VALLE, IT","2005-12-21","46","38"
"IT000162240","VIGNA DI VALLE, IT","2005-12-22","47","35"
"IT000162240","VIGNA DI VALLE, IT","2005-12-23","46","38"
"IT000162240","VIGNA DI VALLE, IT","2005-12-24","48","36"
"IT000162240","VIGNA DI VALLE, IT","2005-12-25","45","41"
"IT000162240","VIGNA DI VALLE, IT","2005-12-26","47","44"
"IT000162240","VIGNA DI VALLE, IT","2005-12-27","46","43"
"IT000162240","VIGNA DI VALLE, IT","2005-12-28","46","39"
"IT000162240","VIGNA DI VALLE, IT","2005-12-29","41","32"
"IT000162240","VIGNA DI VALLE, IT","2005-12-30","40","30"
"IT000162240","VIGNA DI VALLE, IT","2005-12-31","49","34"
"IT000162240","VIGNA DI VALLE, IT","2006-01-01","52","43"
"IT000162240","VIGNA DI VALLE, IT","2006-01-02","43","41"
"IT000162240","VIGNA DI VALLE, IT","2006-01-03","45","40"
"IT000162240","VIGNA DI VALLE, IT","2006-01-04","45","41"
"IT000162240","VIGNA DI VALLE, IT","2006-01-05","46","39"
"IT000162240","VIGNA DI VALLE, IT","2006-01-06","47","37"
"IT000162240","VIGNA DI VALLE, IT","2006-01-07","45","35"
"IT000162240","VIGNA DI VALLE, IT","2006-01-08","46","35"
"IT000162240","VIGNA DI VALLE, IT","2006-01-09","47","36"
"IT000162240","VIGNA DI VALLE, IT","2006-01-10","45","35"
"IT000162240","VIGNA DI VALLE, IT","2006-01-11","45","34"
"IT000162240","VIGNA DI VALLE, IT","2006-01-12","46","34"
"IT000162240","VIGNA DI VALLE, IT","2006-01-13","45","35"
"IT000162240","VIGNA DI VALLE, IT","2006-01-14","42","32"
"IT000162240","VIGNA DI VALLE, IT","2006-01-15","43","33"
"IT000162240","VIGNA DI VALLE, IT","2006-01-16","44","34"
"IT000162240","VIGNA DI VALLE, IT","2006-01-17","49","36"
"IT000162240","VIGNA DI VALLE, IT","2006-01-18","50","44"
"IT000162240","VIGNA DI VALLE, IT","2006-01-19","51","41"
"IT000162240","VIGNA DI VALLE, IT","2006-01-20","50","36"
"IT000162240","VIGNA DI VALLE, IT","2006-01-21","46","35"
"IT000162240","VIGNA DI VALLE, IT","2006-01-22","45","37"
"IT000162240","VIGNA DI VALLE, IT","2006-01-23","40","31"
"IT000162240","VIGNA DI VALLE, IT","2006-01-24","37","29"
"IT000162240","VIGNA DI VALLE, IT","2006-01-25","39","28"
"IT000162240","VIGNA DI VALLE, IT","2006-01-26","43","32"
"IT000162240","VIGNA DI VALLE, IT","2006-01-27","43","38"
"IT000162240","VIGNA DI VALLE, IT","2006-01-28","52","42"
"IT000162240","VIGNA DI VALLE, IT","2006-01-29","50","45"
"IT000162240","VIGNA DI VALLE, IT","2006-01-30","50","45"
"IT000162240","VIGNA DI VALLE, IT","2006-01-31","58","45"
"IT000162240","VIGNA DI VALLE, IT","2006-02-01","63","46"
"IT000162240","VIGNA DI VALLE, IT","2006-02-02","58","41"
"IT000162240","VIGNA DI VALLE, IT","2006-02-03","52","41"
"IT000162240","VIGNA DI VALLE, IT","2006-02-04","51","44"
"IT000162240","VIGNA DI VALLE, IT","2006-02-05","46","33"
"IT000162240","VIGNA DI VALLE, IT","2006-02-06","41","32"
"IT000162240","VIGNA DI VALLE, IT","2006-02-07","45","30"
"IT000162240","VIGNA DI VALLE, IT","2006-02-08","46","34"
"IT000162240","VIGNA DI VALLE, IT","2006-02-09","53","40"
"IT000162240","VIGNA DI VALLE, IT","2006-02-10","50","38"
"IT000162240","VIGNA DI VALLE, IT","2006-02-11","49","35"
"IT000162240","VIGNA DI VALLE, IT","2006-02-12","47","35"
"IT000162240","VIGNA DI VALLE, IT","2006-02-13","49","32"
"IT000162240","VIGNA DI VALLE, IT","2006-02-14","50","32"
